ID,Book_Title,Original_Book_Title,Author_Name,Edition_Language,Rating_score,Rating_votes,Review_number,Book_Description,Year_published,Genres,url,
00B7567A,Article 5,Article 5,Kristen Simmons,English,3.77,27469,2760,"New York, Los Angeles, and Washington, D.C., have been abandoned.The Bill of Rights has been revoked, and replaced with the Moral Statutes.There are no more police—instead, there are soldiers. There are no more fines for bad behavior—instead, there are arrests, trials, and maybe worse. People who get arrested usually don't come back.Seventeen-year-old Ember Miller is old enough to remember that things weren't always this way. Living with her rebellious single mother, it's hard for her to forget that people weren't always arrested for reading the wrong books or staying out after dark. It's hard to forget that life in the United States used to be different.Ember has perfected the art of keeping a low profile. She knows how to get the things she needs, like food stamps and hand-me-down clothes, and how to pass the random home inspections by the military. Her life is as close to peaceful as circumstances allow.That is, until her mother is arrested for noncompliance with Article 5 of the Moral Statutes. And one of the arresting officers is none other than Chase Jennings—the only boy Ember has ever loved.",2012,"{'Science Fiction (Dystopia) ': 1026, 'Young Adult': 743, 'Romance': 251, 'Science Fiction': 175, 'Fiction': 127, 'Apocalyptic (Post Apocalyptic) ': 124, 'Fantasy': 90, 'Adventure': 76, 'Young Adult (Teen) ': 71, 'Action': 49}",https://www.goodreads.com/book/show/10677277-article-5,
BB8FED0C,Soft Apocalypse,Soft Apocalypse,Will McIntosh,English,3.49,2445,451,"What happens when resources become scarce and society starts to crumble? As the competition for resources pulls America's previously stable society apart, the ""New Normal"" is a Soft Apocalypse. This is how our world ends; with a whimper instead of a bang. New social structures and tribal connections spring up across America, as the previous social structures begin to dissolve. Locus Award finalist and John W. Campbell Memorial Award finalist Soft Apocalypse follows the journey across the Southeast of a tribe of formerly middle class Americans as they struggle to find a place for themselves and their children in a new, dangerous world that still carries the ghostly echoes of their previous lives.",2011,"{'Science Fiction': 106, 'Apocalyptic (Post Apocalyptic) ': 60, 'Fiction': 59, 'Science Fiction (Dystopia) ': 43, 'Science Fiction (Apocalyptic) ': 28, 'Adventure (Survival) ': 8, 'Speculative Fiction': 8, 'Adventure': 6, 'Science Fiction Fantasy': 6, 'Novels': 6}",https://www.goodreads.com/book/show/10075553-soft-apocalypse,
0F848394,Y: The Last Man Vol. 3: One Small Step,Y: The Last Man Vol. 3: One Small Step,Brian K. Vaughan,English,4.21,29717,734,"WINNER OF THREE EISNER AWARDSThe adventures of Yorick Brown continue in Y: THE LAST MAN: ONE SMALL STEP, collecting issues #11-17 of the critically acclaimed series. A Russian Soyuz capsule is coming down from the International Space Station carrying three passengers: one woman and two men. Could this be the end of Yorick's tenure as last living male?",2004,"{'Sequential Art (Graphic Novels) ': 1761, 'Sequential Art (Comics) ': 1500, 'Science Fiction': 281, 'Fiction': 239, 'Graphic Novels Comics': 180, 'Apocalyptic (Post Apocalyptic) ': 130, 'Science Fiction (Dystopia) ': 123, 'Comics (Comic Book) ': 121, 'Adult': 43, 'Sequential Art (Comix) ': 41}",https://www.goodreads.com/book/show/156530.Y,
06945B22,The Brief History of the Dead,The Brief History of the Dead,Kevin Brockmeier,English,3.67,11114,1834,"From Kevin Brockmeier, one of this generation's most inventive young writers, comes a striking new novel about death, life, and the mysterious place in between. The City is inhabited by those who have departed Earth but are still remembered by the living. They will reside in this afterlife until they are completely forgotten. But the City is shrinking, and the residents clearing out. Some of the holdouts, like Luka Sims, who produces the City’s only newspaper, are wondering what exactly is going on. Others, like Coleman Kinzler, believe it is the beginning of the end. Meanwhile, Laura Byrd is trapped in an Antarctic research station, her supplies are running low, her radio finds only static, and the power is failing. With little choice, Laura sets out across the ice to look for help, but time is running out. Kevin Brockmeier alternates these two storylines to create a lyrical and haunting story about love, loss and the power of memory.",2003,"{'Fiction': 528, 'Fantasy': 249, 'Science Fiction': 97, 'Novels': 43, 'Apocalyptic (Post Apocalyptic) ': 43, 'Death': 42, 'Science Fiction (Dystopia) ': 36, 'Speculative Fiction': 34, 'Horror': 32, 'Science Fiction Fantasy': 31}",https://www.goodreads.com/book/show/30072.The_Brief_History_of_the_Dead,
D07BF1CB,The Rift,The Rift,Walter Jon Williams,English,3.65,2335,172,"It starts with the dogs. They won't stop barking. . . . And then the earth shrugs—8.9 on the Richter scale in the world's biggest earthquake since 1755. It hits New Madrid, Missouri, a sleepy town on the Mississippi. Seismologists had predicted the disaster . . . but no one listened. Within minutes, there is nothing but chaos and ruin as America's heartland falls into the nightmare known as the Rift—a fault line in the earth that wrenchingly exposes the fractures in American society itself. As a strange white mist smelling of sulfur rises from the crevassed ground, the real terror begins for the survivors, including a teenager separated from his mother, an African-American engineer searching for his daughter, a TV preacher whose visions of hell have become all too real, and a sheriff cum Ku Klux Klansman who seeks racial vengeance in the midst of disaster.It can happen. And sooner or later, it will.",1999,"{'Fiction': 55, 'Science Fiction': 43, 'Apocalyptic (Post Apocalyptic) ': 40, 'Science Fiction (Apocalyptic) ': 28, 'Thriller': 22, 'Science Fiction (Dystopia) ': 10, 'Horror': 9, 'Fantasy': 5, 'Science Fiction Fantasy': 4, 'Adventure': 4}",https://www.goodreads.com/book/show/271167.The_Rift,
29395C4F,The Book of Koli,The Book of Koli,M.R. Carey,English,4.11,3877,749,"Beyond the walls of the small village of Mythen Rood lies an unrecognizable world. A world where overgrown forests are filled with choker trees and deadly vines and seeds that will kill you where you stand. And if they don't get you, one of the dangerous shunned men will.Koli has lived in Mythen Rood his entire life. He knows the first rule of survival is that you don't venture beyond the walls.What he doesn't know is - what happens when you aren't given a choice?The first in a gripping new trilogy, The Book of Koli charts the journey of one unforgettable young boy struggling to find his place in a chilling post-apocalyptic world. Perfect for readers of Station Eleven and Annihilation.",2020,"{'Science Fiction': 204, 'Fantasy': 116, 'Fiction': 104, 'Science Fiction (Dystopia) ': 90, 'Horror': 55, 'Apocalyptic (Post Apocalyptic) ': 55, 'Young Adult': 28, 'Science Fiction (Apocalyptic) ': 27, 'Speculative Fiction': 24, 'Audiobook': 23}",https://www.goodreads.com/book/show/51285749-the-book-of-koli,
FF61FB84,American War,American War,Omar El Akkad,English,3.79,30058,4230,"An audacious and powerful debut novel: a second American Civil War, a devastating plague, and one family caught deep in the middle a story that asks what might happen if America were to turn its most devastating policies and deadly weapons upon itselfSarat Chestnut, born in Louisiana, is only six when the Second American Civil War breaks out in 2074. But even she knows that oil is outlawed, that Louisiana is half underwater, and that unmanned drones fill the sky. When her father is killed and her family is forced into Camp Patience for displaced persons, she begins to grow up shaped by her particular time and place. But not everyone at Camp Patience is who they claim to be. Eventually Sarat is befriended by a mysterious functionary, under whose influence she is turned into a deadly instrument of war. The decisions that she makes will have tremendous consequences not just for Sarat but for her family and her country, rippling through generations of strangers and kin alike.",2017,"{'Fiction': 1173, 'Science Fiction': 532, 'Science Fiction (Dystopia) ': 408, 'War': 180, 'Audiobook': 115, 'Speculative Fiction': 88, 'Apocalyptic (Post Apocalyptic) ': 65, 'Adult Fiction': 57, 'Adult': 56, 'Science Fiction Fantasy': 55}",https://www.goodreads.com/book/show/33311863-american-war,
2F3ACD63,The Islands at the End of the World,The Islands at the End of the World,Austin Aslan,English,3.66,2077,420,"Right before my eyes, my beautiful islands are changing forever. And so am I ...Sixteen-year-old Leilani loves surfing and her home in Hilo, on the Big Island of Hawaii. But she's an outsider - half white, half Hawaiian, and an epileptic.While Lei and her father are on a visit to Oahu, a global disaster strikes. Technology and power fail, Hawaii is cut off from the world, and the islands revert to traditional ways of survival. As Lei and her dad embark on a nightmarish journey across islands to reach home and family, she learns that her epilepsy and her deep connection to Hawaii could be keys to ending the crisis before it becomes worse than anyone can imagine.A powerful story enriched by fascinating elements of Hawaiian ecology, culture, and warfare, this captivating and dramatic debut from Austin Aslan is the first of two novels. The author has a master’s degree in tropical conservation biology from the University of Hawaii at Hilo.",2014,"{'Young Adult': 157, 'Science Fiction': 88, 'Science Fiction (Dystopia) ': 56, 'Apocalyptic (Post Apocalyptic) ': 41, 'Adventure (Survival) ': 39, 'Fiction': 38, 'Adventure': 36, 'Science Fiction (Apocalyptic) ': 27, 'Fantasy': 22, 'Young Adult (Teen) ': 16}",https://www.goodreads.com/book/show/18811324-the-islands-at-the-end-of-the-world,
8D1006B0,The Atlantis Gene,The Atlantis Gene,A.G. Riddle,English,3.74,68925,4131,"The greatest mystery of all time...the history of human origins...will be revealed.In Antarctica, researchers discover a mysterious structure, buried in ice.In a lab in Jakarta, an autism researcher identifies a revolutionary treatment that could change everything.But these two incredible discoveries aren't what they seem. They will set off a race to unravel the deepest secrets of human existence--and an event that could change humanity forever.",2013,"{'Science Fiction': 595, 'Fiction': 387, 'Thriller': 229, 'Mystery': 170, 'Fantasy': 98, 'Audiobook': 55, 'Adventure': 55, 'Science Fiction Fantasy': 54, 'Suspense': 38, 'Thriller (Mystery Thriller) ': 33}",https://www.goodreads.com/book/show/25843420-the-atlantis-gene,
E9C75F17,The Postmortal,The Postmortal,Drew Magary,English,3.79,10898,1340,"John Farrell is about to get ""The Cure.""Old age can never kill him now.The only problem is, everything else still can...Imagine a near future where a cure for aging is discovered and-after much political and moral debate-made available to people worldwide. Immortality, however, comes with its own unique problems-including evil green people, government euthanasia programs, a disturbing new religious cult, and other horrors.Witty, eerie, and full of humanity, The Postmortal is an unforgettable thriller that envisions a pre-apocalyptic world so real that it is completely terrifying.",2011,"{'Fiction': 278, 'Science Fiction': 238, 'Science Fiction (Dystopia) ': 100, 'Fantasy': 60, 'Science Fiction Fantasy': 29, 'Science Fiction (Apocalyptic) ': 27, 'Apocalyptic (Post Apocalyptic) ': 25, 'Speculative Fiction': 25, 'Horror': 21, 'Novels': 15}",https://www.goodreads.com/book/show/10673576-the-postmortal,
EBD488C5,Outpost,Outpost,Adam Baker,English,3.67,2378,271,"They took the job to escape the world. They didn't expect the world to end. Kasker Rampart: a derelict refinery platform moored in the Arctic Ocean. A skeleton crew of fifteen fight boredom and despair as they wait for a relief ship to take them home. But the world beyond their frozen wasteland has gone to hell. Cities lie ravaged by a global pandemic. One by one TV channels die, replaced by silent wavebands. The Rampart crew are marooned. They must survive the long Arctic winter, then make their way home alone. They battle starvation and hypothermia, unaware that the deadly contagion that has devastated the world is heading their way...",2011,"{'Horror': 120, 'Horror (Zombies) ': 94, 'Fiction': 37, 'Apocalyptic (Post Apocalyptic) ': 32, 'Science Fiction': 29, 'Science Fiction (Apocalyptic) ': 27, 'Science Fiction (Dystopia) ': 12, 'Thriller': 11, 'Adult': 8, 'Adventure (Survival) ': 7}",https://www.goodreads.com/book/show/10198374-outpost,
8081478F,The Dark Tower,The Dark Tower,Stephen King,English,4.24,152155,5888,"The seventh and final installment of Stephen King's The Dark Tower saga is perhaps the most anticipated book in the author's long career. King began this epic tale about the last gunslinger in the world more than 20 years ago; now he draws its suspenseful story to a close, snapping together the last pieces of his action puzzle and drawing Roland Deschain ever closer to his ultimate goal.",2004,"{'Fantasy': 4088, 'Fiction': 1389, 'Horror': 1246, 'Science Fiction': 389, 'Adventure': 218, 'Westerns': 185, 'Science Fiction Fantasy': 174, 'Audiobook': 145, 'Epic': 107, 'Novels': 101}",https://www.goodreads.com/book/show/5091.The_Dark_Tower,
092D97EE,World Made by Hand,World Made by Hand,James Howard Kunstler,English,3.67,6526,993,"For the townspeople of Union Grove, New York, the future is not what they thought it would be.  Transportation is slow and dangerous, so food is grown locally at great expense of time and energy. And the outside world is largely unknown. There may be a president and he may be in Minneapolis now, but people aren’t sure. As the heat of summer intensifies, the residents struggle with the new way of life in a world of abandoned highways and empty houses, horses working the fields and rivers replenished with fish.  A captivating, utterly realistic novel, World Made by Hand takes speculative fiction beyond the apocalypse and shows what happens when life gets extremely local.",2007,"{'Fiction': 257, 'Apocalyptic (Post Apocalyptic) ': 117, 'Science Fiction': 59, 'Science Fiction (Dystopia) ': 56, 'Science Fiction (Apocalyptic) ': 27, 'Adventure (Survival) ': 21, 'Adult Fiction': 20, 'Novels': 18, 'Speculative Fiction': 14, 'Adult': 12}",https://www.goodreads.com/book/show/1689657.World_Made_by_Hand,
FE31CC5C,"Y: The Last Man, Vol. 10: Whys and Wherefores",Y: The Last Man Vol. 10: Whys And Wherefores,Brian K. Vaughan,English,4.33,22888,1207,"WINNER OF THREE EISNER AWARDS Featured in THE NEW YORK TIMES and on NPR, Y: THE LAST MAN is the gripping saga of Yorick Brown, an unemployed and unmotivated slacker who discovers he is the only male left in the world after a plague of unknown origin instantly kills every mammal with a Y chromosome. Accompanied by his mischievous monkey, Ampersand, and the mysterious Agent 355, Yorick embarks on a transcontinental journey to find his long-lost girlfriend and discover why he is the last man on earth. Yorick Brown's long journey through an Earth populated only by women comes to a dramatic, unexpected conclusion in this final volume. Collects issues #55-60 of Brian K. Vaughan and Pia Guerra's award-winning Vertigo series.",2008,"{'Sequential Art (Graphic Novels) ': 1366, 'Sequential Art (Comics) ': 1217, 'Science Fiction': 229, 'Fiction': 191, 'Graphic Novels Comics': 148, 'Apocalyptic (Post Apocalyptic) ': 102, 'Comics (Comic Book) ': 91, 'Science Fiction (Dystopia) ': 89, 'Adult': 33, 'Fantasy': 30}",https://www.goodreads.com/book/show/2202230.Y,
9850AE97,"Y: The Last Man, Vol. 4: Safeword",Y: The Last Man Vol. 4: Safeword,Brian K. Vaughan,English,4.25,26317,617,"The fourth collection of the acclaimed Vertigo series, Y: THE LAST MAN: SAFEWORD reprints issues #18-23 of writer Brian K. Vaughan's and artist Pia Guerra's dynamic series. As the Last Man on Earth and his companions continue to head West, the story takes a detour into the psychological.In the care of a fellow Culper Ring member, Yorick Brown is forced to confront his tremendous feelings of survivor guilt that lead him to constantly put his life in danger. Once on the road again, the group runs up against a literal roadblock in Arizona, where the female remains of the Sons of Arizona militia have cut the interstate to keep out any vestiges of the U.S. government.",2004,"{'Sequential Art (Graphic Novels) ': 1571, 'Sequential Art (Comics) ': 1380, 'Science Fiction': 258, 'Fiction': 225, 'Graphic Novels Comics': 168, 'Apocalyptic (Post Apocalyptic) ': 119, 'Science Fiction (Dystopia) ': 109, 'Comics (Comic Book) ': 109, 'Fantasy': 41, 'Adult': 38}",https://www.goodreads.com/book/show/184040.Y,
DD9CE892,A Meeting at Corvallis,A Meeting at Corvallis,S.M. Stirling,English,4.04,7367,283,"In the tenth year of The Change, the survivors in western Oregon have learned how to live in a world without technology-but there are those who would exploit the new world order. On one side stands Michael Havel's Bearkillers and their allies, Clan MacKenzie under the leadership of Juniper MacKenzie. On the other is the Lord Protector, Norman Arminger-the Warlord of Portland, whose neo-feudal empire rules over much of the Pacific Northwest.The tensions between factions have been building for some time, and the only reason they haven't met on the battlefield is because Arminger's daughter has fallen into Clan MacKenzie's hands. But a plan to retrieve her threatens to plunge the entire region into open warfare.",2006,"{'Fantasy': 196, 'Science Fiction': 129, 'Apocalyptic (Post Apocalyptic) ': 101, 'Fiction': 94, 'Science Fiction (Alternate History) ': 82, 'Science Fiction (Apocalyptic) ': 27, 'Science Fiction (Dystopia) ': 18, 'Science Fiction Fantasy': 16, 'Speculative Fiction': 11, 'Adult': 9}",https://www.goodreads.com/book/show/116444.A_Meeting_at_Corvallis,
42F884CA,Dying to Live,Dying to Live,Kim Paffenroth,English,3.71,3172,150,"Jonah Caine, a lone survivor in a zombie-infested world, struggles to understand the apocalypse in which he lives. Unable to find a moral or sane reason for the horror that surrounds him, he is overwhelmed by violence and insignificance.After wandering for months, Jonah's lonely existence dramatically changes when he discovers a group of survivors. Living in a museum-turned-compound, they are led jointly by Jack, an ever-practical and efficient military man, and Milton, a mysterious, quizzical prophet who holds a strange power over the dead. Both leaders share Jonah's anguish over the brutality of their world, as well as his hope for its beauty. Together with others, they build a community that reestablishes an island of order and humanity surrounded by relentless ghouls.But this newfound peace is short-lived, as Jonah and his band of refugees clash with another group of survivors who remind them that the undead are not the only—nor the most grotesque—horrors they must face.",2007,"{'Horror (Zombies) ': 202, 'Horror': 107, 'Fiction': 28, 'Science Fiction (Apocalyptic) ': 26, 'Apocalyptic (Post Apocalyptic) ': 21, 'Science Fiction (Dystopia) ': 12, 'Science Fiction': 10, 'Fantasy (Supernatural) ': 6, 'Fantasy': 4, 'Thriller': 3}",https://www.goodreads.com/book/show/407281.Dying_to_Live,
1DF29301,The Long Tomorrow,The Long Tomorrow,Leigh Brackett,English,3.66,2125,234,"Two generations after destruction rained down upon America's cities, the population is scattered into small towns. Cities are forbidden by law, as is scientific research. Rumors abound of a secret place known as ""Bartorstown"", where science is untrammelled by interference or hatred. A youth named Len Colter, developing an unhealthy thirst for knowledge exacerbated by the discovery of a forbidden radio, sets out on a long road. During this journey, he will change his mind many times before determining the correct direction for himself, and the benighted America in which he lives.",1955,"{'Science Fiction': 256, 'Fiction': 95, 'Apocalyptic (Post Apocalyptic) ': 62, 'Science Fiction (Dystopia) ': 27, 'Science Fiction (Apocalyptic) ': 27, 'Classics': 13, 'Science Fiction Fantasy': 12, 'Speculative Fiction': 10, 'Fantasy': 9, 'Literature (20th Century) ': 4}",https://www.goodreads.com/book/show/91109.The_Long_Tomorrow,
BA1C25FE,Survivor Song,Survivor Song,Paul Tremblay,English,3.67,7076,1526,"A riveting novel of suspense and terror from the Bram Stoker award-winning author of The Cabin at the End of the World and A Head Full of Ghosts.In a matter of weeks, Massachusetts has been overrun by an insidious rabies-like virus that is spread by saliva. But unlike rabies, the disease has a terrifyingly short incubation period of an hour or less. Those infected quickly lose their minds and are driven to bite and infect as many others as they can before they inevitably succumb. Hospitals are inundated with the sick and dying, and hysteria has taken hold. To try to limit its spread, the commonwealth is under quarantine and curfew. But society is breaking down and the government's emergency protocols are faltering.Dr. Ramola ""Rams"" Sherman, a soft-spoken pediatrician in her mid-thirties, receives a frantic phone call from Natalie, a friend who is eight months pregnant. Natalie's husband has been killed—viciously attacked by an infected neighbor—and in a failed attempt to save him, Natalie, too, was bitten. Natalie's only chance of survival is to get to a hospital as quickly as possible to receive a rabies vaccine. The clock is ticking for her and for her unborn child.Natalie’s fight for life becomes a desperate odyssey as she and Rams make their way through a hostile landscape filled with dangers beyond their worst nightmares—terrifying, strange, and sometimes deadly challenges that push them to the brink. Paul Tremblay once again demonstrates his mastery in this chilling and all-too-plausible novel that will leave readers racing through the pages . . . and shake them to their core.",2020,"{'Horror': 659, 'Fiction': 137, 'Thriller': 79, 'Horror (Zombies) ': 73, 'Audiobook': 42, 'Apocalyptic (Post Apocalyptic) ': 38, 'Adult': 38, 'Science Fiction': 30, 'Science Fiction (Dystopia) ': 28, 'Science Fiction (Apocalyptic) ': 26}",https://www.goodreads.com/book/show/52581895-survivor-song,
222F6A90,After the Flood,After the Flood,Kassandra Montag,,3.7,12124,1826,"A little more than a century from now, our world has been utterly transformed. After years of slowly overtaking the continent, rising floodwaters have obliterated America’s great coastal cities and then its heartland, leaving nothing but an archipelago of mountaintop colonies surrounded by a deep expanse of open water.Stubbornly independent Myra and her precocious seven-year-old daughter, Pearl, fish from their small boat, the Bird, visiting dry land only to trade for supplies and information in the few remaining outposts of civilization. For seven years, Myra has grieved the loss of her oldest daughter, Row, who was stolen by her father after a monstrous deluge overtook their home in Nebraska. Then, in a violent confrontation with a stranger, Myra suddenly discovers that Row was last seen in a far-off encampment near the Arctic Circle. Throwing aside her usual caution, Myra and Pearl embark on a perilous voyage into the icy northern seas, hoping against hope that Row will still be there.On their journey, Myra and Pearl join forces with a larger ship and Myra finds herself bonding with her fellow seekers who hope to build a safe haven together in this dangerous new world. But secrets, lust, and betrayals threaten their dream, and after their fortunes take a shocking—and bloody—turn, Myra can no longer ignore the question of whether saving Row is worth endangering Pearl and her fellow travelers.A compulsively readable novel of dark despair and soaring hope, After the Flood is a magnificent, action packed, and sometimes frightening odyssey laced with wonder—an affecting and wholly original saga both redemptive and astonishing.",2019,"{'Fiction': 260, 'Science Fiction (Dystopia) ': 153, 'Science Fiction': 138, 'Apocalyptic (Post Apocalyptic) ': 99, 'Audiobook': 50, 'Adult': 35, 'Adult Fiction': 27, 'Adventure': 26, 'Science Fiction (Apocalyptic) ': 26, 'Fantasy': 24}",https://www.goodreads.com/book/show/41088582-after-the-flood,
F4C0A134,Malorie,Malorie,Josh Malerman,English,3.86,9942,1841,"Now from the mind of a true master of suspense comes the next chapter in Bird Box. This time, Malorie is front and center, and she will confront the dangers of her world head-on.Twelve years after Malorie and her children rowed up the river to safety, a blindfold is still the only thing that stands between sanity and madness. One glimpse of the creatures that stalk the world will drive a person to unspeakable violence. There remains no explanation. No solution.All Malorie can do is survive.But then comes what feels like impossible news. And with it, the first time Malorie has allowed herself to hope. Someone very dear to her, someone she believed dead, may be alive.Malorie has a harrowing choice to make: to live by the rules of survival that have served her so well, or to venture into the darkness and reach for hope once more.",2020,"{'Horror': 569, 'Fiction': 157, 'Thriller': 126, 'Science Fiction (Dystopia) ': 75, 'Science Fiction': 66, 'Apocalyptic (Post Apocalyptic) ': 58, 'Audiobook': 56, 'Adult': 41, 'Mystery': 31, 'Suspense': 27}",https://www.goodreads.com/book/show/44510181-malorie,
DB96C76C,The Hatching,The Hatching,Ezekiel Boone,English,3.67,5441,1309,"Deep in the jungle of Peru, where so much remains unknown, a black, skittering mass devours an American tourist whole. Thousands of miles away, an FBI agent investigates a fatal plane crash in Minneapolis and makes a gruesome discovery. Unusual seismic patterns register in a Kanpur, India earthquake lab, confounding the scientists there. During the same week, the Chinese government “accidentally” drops a nuclear bomb in an isolated region of its own country. As these incidents begin to sweep the globe, a mysterious package from South America arrives at a Washington, D.C. laboratory. Something wants out. The world is on the brink of an apocalyptic disaster. An ancient species, long dormant, is now very much awake.",2016,"{'Horror': 547, 'Fiction': 113, 'Thriller': 93, 'Science Fiction': 83, 'Science Fiction (Apocalyptic) ': 26, 'Adult': 22, 'Suspense': 21, 'Audiobook': 15, 'Adult Fiction': 14, 'Thriller (Mystery Thriller) ': 11}",https://www.goodreads.com/book/show/27276264-the-hatching,
5248FEFB,"The Walking Dead, Vol. 18: What Comes After","The Walking Dead, Vol. 18: What Comes After",Robert Kirkman,English,4.21,10141,584,"Following the events of ""Something to Fear,"" Rick and the other survivors accept a new way...but not everyone agrees. Collects The Walking Dead #103-108.",2013,"{'Sequential Art (Graphic Novels) ': 696, 'Sequential Art (Comics) ': 660, 'Horror': 342, 'Horror (Zombies) ': 256, 'Fiction': 120, 'Graphic Novels Comics': 68, 'Apocalyptic (Post Apocalyptic) ': 64, 'Comics (Comic Book) ': 60, 'Science Fiction (Dystopia) ': 42, 'Fantasy': 29}",https://www.goodreads.com/book/show/16173578-the-walking-dead-vol-18,
098C7A8E,The Hallowed Ones,The Hallowed Ones,Laura Bickle,English,3.85,3833,793,"Katie is on the verge of her Rumspringa, the time in Amish life when teenagers can get a taste of the real world. But the real world comes to her in this dystopian tale with a philosophical bent. Rumors of massive unrest on the “Outside” abound. Something murderous is out there. Amish elders make a rule: No one goes outside, and no outsiders come in. But when Katie finds a gravely injured young man, she can’t leave him to die. She smuggles him into her family’s barn—at what cost to her community? The suspense of this vividly told, truly horrific thriller will keep the pages turning.",2012,"{'Young Adult': 357, 'Horror': 268, 'Paranormal (Vampires) ': 263, 'Fantasy (Paranormal) ': 208, 'Fantasy': 136, 'Science Fiction (Dystopia) ': 109, 'Romance': 86, 'Fiction': 57, 'Apocalyptic (Post Apocalyptic) ': 49, 'Amish': 48}",https://www.goodreads.com/book/show/13018514-the-hallowed-ones,
D5BE5C9B,"After the Fall, Before the Fall, During the Fall","After the Fall, Before the Fall, During the Fall",Nancy Kress,English,3.48,2634,419,"The year is 2035. After ecological disasters nearly destroyed the Earth, 26 survivors—the last of humanity—are trapped by an alien race in a sterile enclosure known as the Shell. Fifteen-year-old Pete is one of the Six—children who were born deformed or sterile and raised in the Shell. As, one by one, the survivors grow sick and die, Pete and the Six struggle to put aside their anger at the alien Tesslies in order to find the means to rebuild the earth together. Their only hope lies within brief time-portals into the recent past, where they bring back children to replenish their disappearing gene pool. Meanwhile, in 2013, brilliant mathematician Julie Kahn works with the FBI to solve a series of inexplicable kidnappings. Suddenly her predictive algorithms begin to reveal more than just criminal activity. As she begins to realize her role in the impending catastrophe, simultaneously affecting the Earth and the Shell, Julie closes in on the truth. She and Pete are converging in time upon the future of humanity—a future which might never unfold. Weaving three consecutive time lines to unravel both the mystery of the Earth's destruction and the key to its salvation, this taut post-apocalyptic thriller offers a topical plot with a satisfying twist.",2012,"{'Science Fiction': 252, 'Fiction': 77, 'Science Fiction (Time Travel) ': 51, 'Apocalyptic (Post Apocalyptic) ': 45, 'Science Fiction (Dystopia) ': 32, 'Science Fiction (Apocalyptic) ': 26, 'Novella': 21, 'Speculative Fiction': 16, 'Science Fiction Fantasy': 14, 'Science Fiction (Aliens) ': 10}",https://www.goodreads.com/book/show/13163688-after-the-fall-before-the-fall-during-the-fall,
C0B4BE9C,Fire & Ash,Fire & Ash,Jonathan Maberry,English,4.35,7463,720,"In the gripping conclusion to the action-packed standard bearer (Booklist) of zombie series, the threat of death is given new life.Benny Imura and his friends have found the jet and Sanctuary, but neither is what they expected. Instead of a refuge, Sanctuary is a hospice, and the soldiers who flew the plane seem to be little more than bureaucrats who have given up hope for humanity's future. With Chong hovering between life and death, clinging to his humanity by a thread, Benny makes a startling discovery: A scientist may have discovered a cure for the zombie plague. Desperate to save Chong, Benny and his friends mount a search and rescue mission. But they're not the only ones on the hunt. The reapers are after the cure too, and they want to use it turn all the zombies into superfast shock troops and wipe humanity off the face of the earth.In this riveting conclusion to the Rot & Ruin series, the battle to end all battles is just beginning.",2013,"{'Horror (Zombies) ': 332, 'Young Adult': 215, 'Horror': 182, 'Science Fiction (Dystopia) ': 76, 'Apocalyptic (Post Apocalyptic) ': 67, 'Science Fiction': 60, 'Fiction': 58, 'Fantasy': 38, 'Science Fiction (Apocalyptic) ': 26, 'Adventure': 25}",https://www.goodreads.com/book/show/13424356-fire-ash,
72C450BF,After the Apocalypse,After the Apocalypse,Maureen F. McHugh,English,3.59,2262,364,"The apocalypse was yesterday. These stories are today.Following up on her first collection, Story Prize finalist Maureen F. McHugh explores the catastrophes, small and large, of twenty-first century life—and what follows after. What happens after the bird flu pandemic? Are our computers smarter than we are? What does the global economy mean for two young girls in China? Are we really who we say we are? And how will we survive the coming zombie apocalypse?",2011,"{'Short Stories': 250, 'Fiction': 131, 'Science Fiction': 108, 'Apocalyptic (Post Apocalyptic) ': 58, 'Science Fiction (Dystopia) ': 47, 'Science Fiction (Apocalyptic) ': 26, 'Speculative Fiction': 19, 'Fantasy': 17, 'Horror (Zombies) ': 17, 'Horror': 15}",https://www.goodreads.com/book/show/11249375-after-the-apocalypse,
C4A51A6D,Spin,Spin,Robert Charles Wilson,English,4.02,36488,2345,"One night in October when he was ten years old, Tyler Dupree stood in his back yard and watched the stars go out. They all flared into brilliance at once, then disappeared, replaced by a flat, empty black barrier. He and his best friends, Jason and Diane Lawton, had seen what became known as the Big Blackout. It would shape their lives.Life on Earth is about to get much, much stranger.",2005,"{'Science Fiction': 1616, 'Fiction': 477, 'Hugo Awards': 91, 'Science Fiction Fantasy': 83, 'Science Fiction (Time Travel) ': 67, 'Fantasy': 61, 'Science Fiction (Dystopia) ': 42, 'Speculative Fiction': 38, 'Science Fiction (Aliens) ': 37, 'Audiobook': 32}",https://www.goodreads.com/book/show/910863.Spin,
